is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.759999999999991,NaN,1.10899999999992,0.349999999999909,T130923
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.38499999999999,NaN,1.11899999999991,0.297000000000025,T130923
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.07199999999989,NaN,1.11500000000001,0.304000000000087,T130923
0,0,1,purple,,1,0,1,2,10,3,,,2.00999999999999,0.655999999999949,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,1,7,,,1.077,0.326999999999998,NaN,NaN,T130923
0,0,1,purple,,1,0,1,2,10,3,,,1.69599999999991,0.537000000000035,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.39599999999996,NaN,1.10500000000002,0.423999999999978,T130923
0,0,1,purple,,1,0,1,4,1,4,,,1.71199999999999,0.315000000000055,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.759999999999991,NaN,1.11000000000013,0.424999999999955,T130923
0,0,1,purple,,1,0,1,4,10,6,,,2.00900000000001,0.345000000000027,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.71299999999997,NaN,1.10400000000004,0.350999999999885,T130923
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.077,NaN,1.10400000000004,0.406999999999925,T130923
0,0,1,yellow,,1,0,0,6,10,9,,,1.39599999999996,0.412000000000035,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,1,7,,,0.759999999999991,0.326999999999998,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.39499999999998,NaN,1.10299999999984,0.394000000000005,T130923
0,0,1,purple,yellow,0,1,0,6,10,9,,,0.760999999999967,NaN,1.10400000000004,0.236000000000104,T130923
0,0,1,purple,,1,0,1,2,10,3,,,2.01199999999994,0.355999999999995,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,5,8,,,1.69699999999989,0.408000000000129,NaN,NaN,T130923
1,0,0,purple,yellow,0,0,NaN,4,10,6,,,0.77800000000002,NaN,1.10400000000004,NaN,T130923
0,1,1,purple,,1,0,1,4,10,6,,,1.07200000000012,0.603000000000065,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.39599999999996,NaN,1.10400000000004,0.31899999999996,T130923
0,0,1,purple,,1,0,1,2,5,2,,,2.01299999999992,0.447000000000116,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.07200000000012,NaN,1.11400000000003,0.817999999999984,T130923
0,0,1,purple,,1,0,1,2,1,1,,,1.07300000000009,0.326000000000022,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,5,8,,,1.71299999999997,0.356000000000222,NaN,NaN,T130923
0,0,1,purple,yellow,0,1,0,2,5,2,,,0.759999999999991,NaN,1.10899999999992,0.585000000000036,T130923
0,0,1,purple,,1,0,1,6,1,7,,,1.38400000000001,0.337999999999965,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,10,3,,,2.01299999999992,NaN,1.10400000000004,0.679000000000087,T130923
0,0,1,yellow,purple,0,1,1,4,1,4,,,2.0139999999999,NaN,1.10300000000007,0.329999999999927,T130923
0,0,1,purple,,1,0,1,4,1,4,,,0.759999999999991,0.344000000000051,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,5,8,,,1.38400000000001,0.416000000000167,NaN,NaN,T130923
1,0,0,purple,yellow,0,0,NaN,4,5,5,,,1.71299999999997,NaN,1.10300000000007,NaN,T130923
0,1,1,purple,,1,0,1,4,5,5,,,2.00999999999999,0.821999999999889,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.39499999999998,NaN,1.10400000000004,0.345000000000027,T130923
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.39599999999996,NaN,1.10500000000002,0.313000000000102,T130923
0,0,1,yellow,,1,0,0,2,10,3,,,1.71300000000019,0.42899999999986,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,6,5,8,,,0.759999999999991,NaN,1.10899999999992,0.324000000000069,T130923
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.69700000000012,NaN,1.10799999999995,0.336999999999989,T130923
0,0,1,purple,,1,0,1,6,10,9,,,1.07200000000012,1.04499999999985,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.39499999999998,NaN,1.10400000000004,0.376999999999953,T130923
0,0,1,purple,,1,0,1,6,5,8,,,2.01299999999992,0.436000000000149,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,4,10,6,,,1.07199999999989,NaN,1.11400000000003,0.621000000000095,T130923
0,0,1,purple,,1,0,1,4,5,5,,,1.69699999999989,0.472000000000207,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.39599999999996,NaN,1.10400000000004,0.323000000000093,T130923
1,0,0,purple,yellow,0,0,NaN,4,10,6,,,2.01400000000012,NaN,1.10499999999979,NaN,T130923
0,1,1,purple,,1,0,1,4,10,6,,,1.38499999999999,0.348999999999933,NaN,NaN,T130923
0,0,1,purple,,1,0,1,6,10,9,,,0.77800000000002,0.368999999999915,NaN,NaN,T130923
0,0,1,purple,,1,0,1,4,10,6,,,1.07200000000012,0.393000000000029,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,2,10,3,,,0.759999999999991,NaN,1.10500000000002,0.442999999999984,T130923
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.71199999999999,NaN,1.10400000000004,0.371000000000095,T130923
0,0,1,yellow,,1,0,0,6,10,9,,,2.01299999999992,0.685000000000173,NaN,NaN,T130923
0,0,1,purple,,1,0,1,4,10,6,,,0.761000000000195,1.00799999999981,NaN,NaN,T130923
0,0,1,yellow,purple,0,1,1,4,10,6,,,1.39500000000021,NaN,1.10399999999981,0.465000000000146,T130923
0,0,1,purple,,1,0,1,4,10,6,,,1.71299999999997,0.549999999999955,NaN,NaN,T130923
1,0,0,yellow,,0,0,NaN,4,10,6,,,1.38600000000019,NaN,NaN,NaN,T130923
0,1,1,yellow,purple,0,1,1,4,10,6,,,0.761000000000195,NaN,1.10299999999984,0.428000000000111,T130923
