is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
1,0,0,,,0,0,NaN,2,10,3,,,NaN,NaN,NaN,NaN,S160708
0,1,1,purple,,1,0,1,2,10,3,,,1.3848,0.821899999999999,NaN,NaN,S160708
0,0,1,purple,,1,0,1,4,10,6,,,1.08383333333334,0.828899999999997,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,6,1,7,,,2.0197,NaN,1.11886666666667,0.35093333333333,S160708
0,0,1,purple,,1,0,1,4,10,6,,,1.08383333333334,0.758866666666663,NaN,NaN,S160708
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.70273333333334,NaN,1.11883333333333,0.341066666666663,S160708
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.3858,NaN,1.11883333333333,0.308933333333343,S160708
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.70176666666667,NaN,1.11883333333333,0.331966666666659,S160708
0,0,1,yellow,purple,0,1,1,6,5,8,,,0.766900000000007,NaN,1.11883333333333,0.409933333333328,S160708
0,0,1,purple,,1,0,1,4,5,5,,,2.0197,0.484933333333331,NaN,NaN,S160708
0,0,1,yellow,,1,0,0,4,10,6,,,1.70176666666667,0.367033333333325,NaN,NaN,S160708
1,0,0,yellow,,0,0,NaN,6,5,8,,,1.08486666666667,NaN,NaN,NaN,S160708
0,1,1,yellow,purple,0,1,1,6,5,8,,,1.3858,NaN,1.11883333333334,0.376966666666661,S160708
0,0,1,purple,,1,0,1,6,1,7,,,0.767866666666663,0.476933333333335,NaN,NaN,S160708
0,0,1,purple,,1,0,1,4,10,6,,,1.38480000000001,1.04886666666667,NaN,NaN,S160708
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160708
0,1,1,purple,,1,0,1,6,5,8,,,0.766866666666658,0.439933333333329,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,2,1,1,,,2.0197,NaN,1.11883333333333,0.339933333333335,S160708
0,0,1,purple,,1,0,1,4,10,6,,,1.70176666666666,0.685900000000004,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,6,1,7,,,0.766899999999993,NaN,1.11883333333333,0.37893333333335,S160708
1,0,0,,,0,0,NaN,4,5,5,,,NaN,NaN,NaN,NaN,S160708
0,1,1,yellow,purple,0,1,1,4,5,5,,,1.38480000000001,NaN,1.11883333333333,0.336966666666683,S160708
0,0,1,yellow,purple,0,1,1,6,10,9,,,2.0197,NaN,1.11883333333333,0.350966666666665,S160708
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.08483333333334,NaN,1.11883333333333,0.32996666666665,S160708
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160708
0,1,1,purple,yellow,0,1,0,2,10,3,,,1.08486666666667,NaN,1.11883333333333,0.337100000000021,S160708
0,0,1,purple,,1,0,1,4,1,4,,,1.70273333333333,0.394966666666676,NaN,NaN,S160708
0,0,1,purple,yellow,0,1,0,2,10,3,,,0.766900000000021,NaN,1.11883333333333,0.333066666666667,S160708
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.40179999999998,NaN,1.11883333333336,0.439933333333329,S160708
0,0,1,yellow,,1,0,0,4,10,6,,,2.0197,0.327066666666667,NaN,NaN,S160708
0,0,1,purple,,1,0,1,2,5,2,,,2.0197,0.407966666666653,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,6,10,9,,,0.766900000000021,NaN,1.11883333333333,0.371966666666651,S160708
0,0,1,purple,,1,0,1,2,5,2,,,1.38480000000004,0.60093333333333,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.70173333333332,NaN,1.11883333333333,0.423933333333309,S160708
0,0,1,yellow,purple,0,1,1,2,1,1,,,2.0197,NaN,1.11883333333333,0.377933333333317,S160708
0,0,1,purple,,1,0,1,6,10,9,,,1.38479999999998,0.5899,NaN,NaN,S160708
0,0,1,purple,,1,0,1,4,1,4,,,1.38580000000002,0.413933333333318,NaN,NaN,S160708
0,0,1,purple,,1,0,1,6,1,7,,,1.70176666666669,0.403933333333327,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.766866666666715,NaN,1.11886666666663,0.329933333333315,S160708
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.70276666666666,NaN,1.11883333333333,0.311966666666649,S160708
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160708
0,1,1,purple,,1,0,1,6,1,7,,,1.0848666666667,0.473899999999958,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.38480000000004,NaN,1.11883333333333,0.330966666666654,S160708
1,0,0,,,0,0,NaN,4,5,5,,,NaN,NaN,NaN,NaN,S160708
0,1,1,purple,,1,0,1,4,5,5,,,1.08483333333334,0.590899999999976,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.70173333333332,NaN,1.11883333333333,0.345966666666698,S160708
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.38479999999998,NaN,1.11883333333333,0.352966666666703,S160708
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160708
0,1,1,yellow,purple,0,1,1,6,10,9,,,2.0197,NaN,1.11886666666669,0.356933333333302,S160708
0,0,1,purple,,1,0,1,2,1,1,,,1.38579999999996,0.59190000000001,NaN,NaN,S160708
0,0,1,purple,,1,0,1,6,5,8,,,0.767866666666635,0.430966666666677,NaN,NaN,S160708
0,0,1,purple,yellow,0,1,0,4,10,6,,,1.08383333333336,NaN,1.11883333333333,0.351099999999974,S160708
0,0,1,purple,yellow,0,1,0,2,10,3,,,0.767899999999997,NaN,1.11883333333333,0.320099999999968,S160708
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.70176666666669,NaN,1.1198333333333,0.315933333333362,S160708
0,0,1,purple,,1,0,1,6,1,7,,,2.01869999999997,0.432933333333324,NaN,NaN,S160708
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.766900000000021,NaN,1.11883333333333,0.398933333333332,S160708
