is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
1,0,0,purple,yellow,0,0,NaN,2,5,2,,,0.767866666666666,NaN,1.11883333333333,NaN,S160718
1,1,0,,,0,0,NaN,2,5,2,,,NaN,NaN,NaN,NaN,S160718
0,1,1,purple,yellow,0,1,0,2,5,2,,,1.08486666666667,NaN,1.1188,0.364066666666666,S160718
0,0,1,purple,,1,0,1,2,5,2,,,2.0197,0.511933333333332,NaN,NaN,S160718
1,0,0,purple,yellow,0,0,NaN,4,1,4,,,1.08486666666667,NaN,1.11883333333333,NaN,S160718
0,1,1,purple,,1,0,1,4,1,4,,,1.70176666666667,0.4039,NaN,NaN,S160718
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160718
0,1,1,yellow,,1,0,0,4,10,6,,,1.38483333333333,0.402033333333335,NaN,NaN,S160718
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.70276666666666,NaN,1.11883333333333,0.360066666666668,S160718
0,0,1,purple,,1,0,1,6,1,7,,,0.7669,0.540899999999993,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,5,8,,,2.01973333333334,NaN,1.11883333333333,0.393933333333337,S160718
0,0,1,purple,,1,0,1,2,5,2,,,1.70176666666666,0.422933333333333,NaN,NaN,S160718
0,0,1,purple,,1,0,1,6,1,7,,,1.08383333333335,0.448933333333329,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.3848,NaN,1.11883333333334,0.379933333333327,S160718
0,0,1,yellow,purple,0,1,1,6,1,7,,,0.767899999999997,NaN,1.11883333333334,0.345933333333335,S160718
0,0,1,yellow,,1,0,0,2,10,3,,,1.38583333333334,0.376033333333339,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,2,1,1,,,0.766866666666672,NaN,1.11883333333333,0.303966666666668,S160718
1,0,0,,,0,0,NaN,4,1,4,,,NaN,NaN,NaN,NaN,S160718
0,1,1,purple,,1,0,1,4,1,4,,,1.70176666666667,0.408933333333323,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.766866666666687,NaN,1.11883333333333,0.36396666666667,S160718
1,0,0,,,0,0,NaN,6,10,9,,,NaN,NaN,NaN,NaN,S160718
1,1,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160718
0,1,1,purple,,1,0,1,6,10,9,,,1.38580000000002,0.576933333333329,NaN,NaN,S160718
0,0,1,yellow,,1,0,0,6,10,9,,,2.01973333333333,0.377066666666678,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.08483333333334,NaN,1.11883333333333,0.37293333333335,S160718
0,0,1,yellow,,1,0,0,2,5,2,,,1.08383333333333,0.412066666666675,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.70276666666666,NaN,1.11883333333336,0.599899999999991,S160718
0,0,1,yellow,purple,0,1,1,6,10,9,,,0.766866666666687,NaN,1.11886666666666,0.375933333333336,S160718
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.38480000000001,NaN,1.11883333333333,0.334100000000007,S160718
0,0,1,yellow,purple,0,1,1,2,1,1,,,2.01973333333333,NaN,1.11883333333333,0.294933333333347,S160718
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160718
0,1,1,yellow,purple,0,1,1,2,1,1,,,2.01973333333333,NaN,1.11879999999999,0.303966666666668,S160718
0,0,1,yellow,purple,0,1,1,6,5,8,,,0.766899999999993,NaN,1.11883333333336,0.426933333333324,S160718
0,0,1,purple,,1,0,1,4,1,4,,,1.38580000000002,0.417933333333337,NaN,NaN,S160718
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.70173333333335,NaN,1.11883333333333,0.316100000000006,S160718
0,0,1,yellow,purple,0,1,1,4,5,5,,,2.01873333333336,NaN,1.11983333333333,0.410933333333332,S160718
0,0,1,purple,,1,0,1,4,1,4,,,1.38479999999998,0.425933333333347,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.38480000000001,NaN,1.11883333333333,0.366933333333321,S160718
0,0,1,purple,,1,0,1,2,5,2,,,1.70176666666669,0.398933333333332,NaN,NaN,S160718
0,0,1,purple,,1,0,1,4,5,5,,,0.766866666666715,0.430933333333314,NaN,NaN,S160718
0,0,1,purple,,1,0,1,2,5,2,,,1.70176666666669,0.381933333333336,NaN,NaN,S160718
0,0,1,yellow,,1,0,0,2,5,2,,,1.08383333333336,0.356099999999969,NaN,NaN,S160718
0,0,1,purple,yellow,0,1,0,4,10,6,,,1.38479999999998,NaN,1.11883333333333,0.305066666666676,S160718
0,0,1,purple,,1,0,1,6,5,8,,,2.01973333333336,0.428899999999999,NaN,NaN,S160718
0,0,1,purple,,1,0,1,4,1,4,,,1.08386666666667,0.411933333333366,NaN,NaN,S160718
0,0,1,purple,,1,0,1,6,5,8,,,1.70276666666666,0.411933333333309,NaN,NaN,S160718
0,0,1,purple,yellow,0,1,0,4,10,6,,,1.38479999999998,NaN,1.11883333333333,0.38209999999998,S160718
1,0,0,,,0,0,NaN,2,1,1,,,NaN,NaN,NaN,NaN,S160718
0,1,1,yellow,purple,0,1,1,2,1,1,,,1.40176666666667,NaN,1.11883333333333,0.330966666666654,S160718
1,0,0,,,0,0,NaN,4,10,6,,,NaN,NaN,NaN,NaN,S160718
0,1,1,yellow,,1,0,0,4,10,6,,,1.08480000000003,0.413099999999986,NaN,NaN,S160718
0,0,1,yellow,,1,0,0,2,10,3,,,0.767899999999997,0.330099999999959,NaN,NaN,S160718
1,0,0,,,0,0,NaN,4,1,4,,,NaN,NaN,NaN,NaN,S160718
1,1,0,,,0,0,NaN,4,1,4,,,NaN,NaN,NaN,NaN,S160718
0,1,1,yellow,purple,0,1,1,4,1,4,,,0.766900000000021,NaN,1.11883333333333,0.361933333333354,S160718
1,0,0,purple,yellow,0,0,NaN,6,5,8,,,1.38479999999998,NaN,1.1198333333333,NaN,S160718
0,1,1,purple,,1,0,1,6,5,8,,,1.70173333333332,0.439966666666692,NaN,NaN,S160718
0,0,1,yellow,,1,0,0,6,10,9,,,1.38479999999998,0.414100000000019,NaN,NaN,S160718
0,0,1,purple,yellow,0,1,0,4,10,6,,,0.766866666666658,NaN,1.11886666666669,0.332066666666663,S160718
0,0,1,purple,yellow,0,1,0,4,10,6,,,1.38479999999998,NaN,1.11883333333333,0.310100000000034,S160718
1,0,0,,,0,0,NaN,4,5,5,,,NaN,NaN,NaN,NaN,S160718
0,1,1,purple,,1,0,1,4,5,5,,,2.0197,0.418966666666677,NaN,NaN,S160718
0,0,1,purple,,1,0,1,6,5,8,,,1.08483333333334,0.440933333333305,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.70173333333332,NaN,1.11886666666669,0.33893333333333,S160718
0,0,1,yellow,,1,0,0,6,10,9,,,1.38479999999998,0.432066666666685,NaN,NaN,S160718
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.70276666666666,NaN,1.11883333333333,0.326933333333329,S160718
0,0,1,purple,yellow,0,1,0,4,10,6,,,0.767899999999997,NaN,1.11883333333333,0.305099999999982,S160718
