is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
0,0,1,yellow,,1,0,0,2,10,3,,,0.767866666666666,0.467033333333333,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.38476666666667,NaN,1.11883333333333,0.339966666666665,S160712
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.08486666666667,NaN,1.1188,0.323966666666667,S160712
0,0,1,yellow,purple,0,1,1,2,1,1,,,2.0197,NaN,1.11883333333333,0.335933333333337,S160712
0,0,1,purple,,1,0,1,4,5,5,,,1.08483333333334,0.461933333333334,NaN,NaN,S160712
0,0,1,yellow,,1,0,0,4,10,6,,,1.70276666666667,0.534033333333333,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.4018,NaN,1.11883333333333,0.300966666666667,S160712
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160712
0,1,1,purple,,1,0,1,6,10,9,,,1.70176666666666,0.431933333333333,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.767899999999997,NaN,1.11883333333333,0.406933333333342,S160712
0,0,1,purple,,1,0,1,2,5,2,,,2.0197,0.450966666666659,NaN,NaN,S160712
0,0,1,purple,,1,0,1,2,5,2,,,1.70273333333334,0.400966666666662,NaN,NaN,S160712
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.08383333333333,NaN,1.11883333333333,0.370066666666673,S160712
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.3858,NaN,1.11883333333333,0.335966666666664,S160712
0,0,1,yellow,purple,0,1,1,6,5,8,,,0.766899999999993,NaN,1.11883333333334,0.397933333333327,S160712
1,0,0,,,0,0,NaN,2,5,2,,,NaN,NaN,NaN,NaN,S160712
0,1,1,purple,,1,0,1,2,5,2,,,0.766866666666658,0.439933333333343,NaN,NaN,S160712
0,0,1,purple,,1,0,1,6,1,7,,,2.0197,0.422933333333333,NaN,NaN,S160712
0,0,1,purple,,1,0,1,4,1,4,,,1.70276666666669,0.392933333333332,NaN,NaN,S160712
0,0,1,purple,,1,0,1,2,5,2,,,0.766899999999993,0.401933333333346,NaN,NaN,S160712
0,0,1,purple,,1,0,1,4,5,5,,,1.08483333333331,0.424933333333342,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.38480000000001,NaN,1.11883333333333,0.307933333333352,S160712
0,0,1,purple,,1,0,1,6,5,8,,,2.0197,0.451933333333329,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.08483333333334,NaN,1.11883333333333,0.331966666666659,S160712
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.08486666666667,NaN,1.11883333333333,0.349933333333325,S160712
1,0,0,,,0,0,NaN,2,5,2,,,NaN,NaN,NaN,NaN,S160712
0,1,1,purple,,1,0,1,2,5,2,,,0.766899999999993,0.378933333333322,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.38576666666668,NaN,1.11883333333333,0.332966666666664,S160712
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160712
0,1,1,purple,,1,0,1,6,10,9,,,2.0197,0.679900000000004,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,4,5,5,,,2.0197,NaN,1.11883333333333,0.508933333333346,S160712
0,0,1,purple,,1,0,1,6,1,7,,,0.767899999999997,0.412933333333342,NaN,NaN,S160712
0,0,1,purple,,1,0,1,6,5,8,,,1.38480000000001,0.503899999999987,NaN,NaN,S160712
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.70273333333333,NaN,1.11883333333333,0.312966666666682,S160712
0,0,1,yellow,purple,0,1,1,4,5,5,,,2.0197,NaN,1.11886666666669,0.353933333333316,S160712
0,0,1,purple,yellow,0,1,0,4,10,6,,,1.38579999999996,NaN,1.11883333333338,0.339033333333305,S160712
0,0,1,purple,,1,0,1,6,10,9,,,1.38479999999998,0.456933333333325,NaN,NaN,S160712
