is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
0,0,1,purple,,1,0,1,4,10,6,,,0.760000000000005,0.622,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.39500000000001,NaN,1.104,0.358999999999995,T130920
0,0,1,yellow,purple,0,1,1,6,1,7,,,1.078,NaN,1.104,0.344999999999999,T130920
0,0,1,purple,,1,0,1,4,10,6,,,2.01300000000001,0.484000000000009,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,10,6,,,1.072,NaN,1.114,0.400999999999982,T130920
0,0,1,purple,,1,0,1,6,5,8,,,1.69800000000001,0.466999999999985,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,5,5,,,1.39500000000001,0.403999999999996,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,1,4,,,1.696,0.341999999999985,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.759999999999991,NaN,1.10300000000001,0.387,T130920
0,0,1,purple,,1,0,1,2,10,3,,,2.01400000000001,0.39500000000001,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,1,4,,,1.697,0.302999999999997,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.07799999999997,NaN,1.10300000000001,0.453000000000003,T130920
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.39500000000001,NaN,1.10399999999998,0.417000000000002,T130920
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.758999999999986,NaN,1.10400000000001,0.369999999999976,T130920
0,0,1,purple,,1,0,1,6,1,7,,,1.39500000000001,0.336999999999989,NaN,NaN,T130920
0,0,1,purple,yellow,0,1,0,2,10,3,,,0.759999999999991,NaN,1.11000000000001,0.351999999999975,T130920
0,0,1,yellow,,1,0,0,2,5,2,,,2.01100000000002,0.331999999999994,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.71200000000005,NaN,1.10499999999996,0.352000000000032,T130920
0,0,1,purple,,1,0,1,2,10,3,,,0.761000000000024,0.567999999999984,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,5,8,,,1.07300000000004,0.462999999999965,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,10,6,,,1.39600000000002,0.488,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,5,8,,,2.00999999999999,NaN,1.113,0.326999999999998,T130920
0,0,1,purple,,1,0,1,2,1,1,,,1.072,0.32099999999997,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.07600000000002,NaN,1.10399999999998,0.389999999999986,T130920
0,0,1,purple,,1,0,1,2,10,3,,,1.71299999999997,0.328000000000031,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,1,7,,,0.759999999999991,NaN,1.11000000000001,0.348000000000013,T130920
0,0,1,purple,,1,0,1,4,10,6,,,1.38499999999999,1.06299999999999,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,1,4,,,2.012,NaN,1.10399999999998,0.382000000000005,T130920
0,0,1,yellow,purple,0,1,1,4,1,4,,,2.01400000000001,NaN,1.10399999999998,0.370000000000005,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.760999999999967,NaN,1.10400000000004,0.492999999999995,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.39400000000001,NaN,1.10399999999998,0.33499999999998,T130920
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.71200000000005,NaN,1.10399999999998,0.474999999999966,T130920
0,0,1,purple,,1,0,1,6,10,9,,,2.01299999999998,0.860000000000014,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,5,5,,,1.38599999999997,0.773000000000025,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.39400000000001,NaN,1.10400000000004,0.366999999999962,T130920
0,0,1,purple,,1,0,1,6,1,7,,,1.71199999999999,0.329999999999984,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,10,9,,,0.759999999999991,0.509000000000015,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,5,8,,,1.71199999999999,0.41500000000002,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,10,9,,,1.07099999999997,NaN,1.11500000000001,0.487000000000023,T130920
0,0,1,purple,,1,0,1,6,10,9,,,1.38499999999999,0.578000000000031,NaN,NaN,T130920
0,0,1,purple,,1,0,1,2,1,1,,,2.012,0.305000000000007,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.072,NaN,1.11400000000003,0.592999999999961,T130920
0,0,1,yellow,,1,0,0,2,10,3,,,1.697,0.151000000000067,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,5,5,,,1.39499999999998,0.5150000000001,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,1,4,,,2.01099999999997,0.344000000000051,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.39499999999998,NaN,1.10400000000004,0.356999999999971,T130920
0,0,1,purple,,1,0,1,2,10,3,,,0.761000000000081,0.549999999999955,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.07100000000003,NaN,1.11500000000001,0.363000000000056,T130920
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.760999999999967,NaN,1.10900000000004,0.38900000000001,T130920
0,0,1,yellow,,1,0,0,6,10,9,,,1.697,1.05899999999997,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,5,8,,,2.01400000000001,NaN,1.10400000000004,0.331999999999994,T130920
0,0,1,purple,,1,0,1,6,10,9,,,0.759999999999991,0.503000000000043,NaN,NaN,T130920
0,0,1,purple,,1,0,1,2,10,3,,,1.38599999999997,0.426000000000045,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.71199999999999,NaN,1.10400000000004,0.399999999999977,T130920
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.39400000000001,NaN,1.10400000000004,0.446000000000026,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,0.760999999999967,NaN,1.10399999999993,0.488000000000056,T130920
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.39499999999998,NaN,1.10400000000004,0.326000000000022,T130920
0,0,1,purple,,1,0,1,2,10,3,,,1.07799999999997,0.456000000000017,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,2.00999999999999,NaN,1.11099999999999,0.386000000000081,T130920
0,0,1,purple,,1,0,1,4,1,4,,,1.072,0.432999999999993,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,10,9,,,1.71300000000008,0.507999999999925,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,10,6,,,1.38499999999999,NaN,1.11800000000005,0.501999999999953,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.697,NaN,1.10700000000008,0.31899999999996,T130920
0,0,1,yellow,,1,0,0,2,10,3,,,0.759999999999991,0.907000000000039,NaN,NaN,T130920
0,0,1,purple,yellow,0,1,0,4,10,6,,,2.01300000000003,NaN,1.10400000000004,0.918000000000006,T130920
0,0,1,purple,,1,0,1,4,5,5,,,1.71199999999999,0.411999999999921,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,10,6,,,1.07299999999998,NaN,1.11300000000006,0.577999999999975,T130920
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.38599999999997,NaN,1.11800000000005,0.364000000000033,T130920
0,0,1,purple,,1,0,1,6,5,8,,,0.759999999999991,0.58400000000006,NaN,NaN,T130920
0,0,1,purple,,1,0,1,4,1,4,,,1.3950000000001,0.371999999999957,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,1,7,,,0.759999999999991,0.428999999999974,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,1,7,,,2.01299999999992,0.322999999999979,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,1,7,,,1.697,0.329999999999927,NaN,NaN,T130920
0,0,1,purple,yellow,0,1,0,4,10,6,,,0.761000000000081,NaN,1.10399999999993,0.398000000000025,T130920
0,0,1,purple,,1,0,1,2,5,2,,,1.07899999999995,0.447000000000003,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.38600000000008,NaN,1.11799999999994,0.383000000000038,T130920
0,0,1,purple,,1,0,1,6,1,7,,,2.01099999999997,0.355999999999995,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.07799999999997,NaN,1.10400000000004,0.346000000000004,T130920
0,0,1,yellow,,1,0,0,4,10,6,,,1.07799999999997,0.990000000000009,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,2,5,2,,,1.69600000000003,NaN,1.10800000000006,0.352999999999952,T130920
0,0,1,purple,,1,0,1,2,5,2,,,0.759999999999991,0.54099999999994,NaN,NaN,T130920
0,0,1,purple,,1,0,1,6,5,8,,,1.3950000000001,0.500999999999976,NaN,NaN,T130920
0,0,1,yellow,purple,0,1,1,6,10,9,,,2.00999999999999,NaN,1.11099999999999,0.425000000000068,T130920
0,0,1,purple,,1,0,1,6,5,8,,,2.00999999999999,0.449999999999932,NaN,NaN,T130920
