is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160713
1,1,0,,,0,0,NaN,4,1,4,,,NaN,NaN,NaN,NaN,S160713
0,1,1,yellow,purple,0,1,1,4,1,4,,,1.3858,NaN,1.11883333333333,0.328933333333332,S160713
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.08486666666667,NaN,1.11883333333333,0.299933333333335,S160713
0,0,1,purple,yellow,0,1,0,2,10,3,,,2.0187,NaN,1.11883333333333,0.328099999999999,S160713
0,0,1,yellow,purple,0,1,1,2,1,1,,,1.08383333333333,NaN,1.11883333333333,0.381933333333336,S160713
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.70276666666667,NaN,1.11883333333333,0.309966666666668,S160713
0,0,1,purple,,1,0,1,2,5,2,,,1.3848,0.496933333333331,NaN,NaN,S160713
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.70276666666667,NaN,1.11883333333333,0.326933333333329,S160713
0,0,1,purple,,1,0,1,2,5,2,,,0.767899999999997,0.396933333333337,NaN,NaN,S160713
0,0,1,purple,,1,0,1,2,5,2,,,2.0197,0.361933333333326,NaN,NaN,S160713
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.70176666666667,NaN,1.11883333333333,0.154966666666667,S160713
1,0,0,yellow,purple,0,0,NaN,6,1,7,,,1.08386666666667,NaN,1.11883333333333,NaN,S160713
1,1,0,,,0,0,NaN,6,1,7,,,NaN,NaN,NaN,NaN,S160713
1,1,0,,,0,0,NaN,6,1,7,,,NaN,NaN,NaN,NaN,S160713
0,1,1,yellow,purple,0,1,1,6,1,7,,,1.38480000000001,NaN,1.11883333333333,0.388933333333327,S160713
0,0,1,yellow,purple,0,1,1,2,10,3,,,0.766899999999993,NaN,1.11883333333334,0.71586666666667,S160713
0,0,1,purple,,1,0,1,6,10,9,,,2.0197,0.493933333333331,NaN,NaN,S160713
0,0,1,purple,,1,0,1,2,10,3,,,1.70276666666666,0.800866666666678,NaN,NaN,S160713
0,0,1,purple,,1,0,1,6,5,8,,,0.766899999999993,0.483900000000006,NaN,NaN,S160713
0,0,1,purple,,1,0,1,6,10,9,,,1.08483333333334,0.622900000000016,NaN,NaN,S160713
0,0,1,purple,,1,0,1,4,5,5,,,1.38480000000001,0.485933333333321,NaN,NaN,S160713
