is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
0,0,1,purple,yellow,0,1,0,2,5,2,,,0.7669,NaN,1.11883333333333,0.509033333333331,S160709
1,0,0,yellow,,0,0,NaN,4,1,4,,,1.3848,NaN,NaN,NaN,S160709
0,1,1,yellow,purple,0,1,1,4,1,4,,,1.08383333333333,NaN,1.11883333333333,0.325966666666666,S160709
0,0,1,yellow,,1,0,0,2,10,3,,,2.01973333333333,0.558999999999997,NaN,NaN,S160709
0,0,1,purple,yellow,0,1,0,2,10,3,,,1.08483333333334,NaN,1.11883333333333,0.340066666666665,S160709
0,0,1,purple,,1,0,1,6,10,9,,,1.70276666666666,0.448933333333336,NaN,NaN,S160709
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.3848,NaN,1.11883333333333,0.335933333333337,S160709
1,0,0,,,0,0,NaN,2,1,1,,,NaN,NaN,NaN,NaN,S160709
0,1,1,yellow,purple,0,1,1,2,1,1,,,0.766866666666672,NaN,1.11883333333333,0.307966666666672,S160709
0,0,1,yellow,,1,0,0,2,10,3,,,2.0197,0.461066666666667,NaN,NaN,S160709
0,0,1,purple,,1,0,1,6,10,9,,,1.70273333333334,0.248966666666661,NaN,NaN,S160709
0,0,1,purple,,1,0,1,4,5,5,,,1.08386666666667,0.432933333333324,NaN,NaN,S160709
0,0,1,purple,,1,0,1,4,1,4,,,1.40176666666666,0.396966666666671,NaN,NaN,S160709
0,0,1,purple,,1,0,1,4,5,5,,,0.767866666666663,0.48693333333334,NaN,NaN,S160709
0,0,1,purple,yellow,0,1,0,2,5,2,,,1.3848,NaN,1.11883333333333,0.28906666666667,S160709
0,0,1,yellow,purple,0,1,1,6,5,8,,,0.766866666666672,NaN,1.11883333333333,0.350966666666665,S160709
1,0,0,,,0,0,NaN,6,1,7,,,NaN,NaN,NaN,NaN,S160709
0,1,1,purple,,1,0,1,6,1,7,,,1.70176666666666,0.453933333333339,NaN,NaN,S160709
0,0,1,yellow,purple,0,1,1,4,5,5,,,0.766866666666658,NaN,1.11883333333333,0.331966666666659,S160709
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160709
0,1,1,yellow,purple,0,1,1,6,1,7,,,1.08483333333334,NaN,1.11883333333333,0.325966666666687,S160709
1,0,0,yellow,purple,0,0,NaN,4,5,5,,,1.38480000000001,NaN,1.11883333333333,NaN,S160709
0,1,1,yellow,purple,0,1,1,4,5,5,,,2.01973333333333,NaN,1.11883333333333,0.363933333333335,S160709
