is_error,is_post_error,is_complete,cue1,cue2,release1,release2,choice,drop,delay,condition,rt_bar2red,rt_red2cue,rt_cueon_to_cue1,rt_release1,rt_cue1_to_cue2,rt_release2,filename
1,0,0,,,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,S160720
0,1,1,purple,yellow,0,1,0,2,10,3,,,0.766866666666665,NaN,1.11883333333333,0.380066666666664,S160720
0,0,1,purple,,1,0,1,6,1,7,,,1.3848,0.493900000000004,NaN,NaN,S160720
0,0,1,yellow,purple,0,1,1,4,1,4,,,1.08383333333333,NaN,1.11886666666667,0.34493333333333,S160720
0,0,1,yellow,purple,0,1,1,6,5,8,,,2.01973333333333,NaN,1.11883333333333,0.439933333333336,S160720
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.08483333333333,NaN,1.11883333333333,0.499933333333331,S160720
0,0,1,purple,,1,0,1,2,5,2,,,1.70276666666666,0.509933333333336,NaN,NaN,S160720
1,0,0,purple,yellow,0,0,NaN,4,10,6,,,1.3848,NaN,1.11883333333334,NaN,S160720
0,1,1,purple,yellow,0,1,0,4,10,6,,,1.70176666666666,NaN,1.11883333333334,0.351066666666668,S160720
0,0,1,purple,,1,0,1,4,1,4,,,0.766899999999993,0.486900000000006,NaN,NaN,S160720
0,0,1,purple,,1,0,1,6,1,7,,,2.0197,0.463899999999995,NaN,NaN,S160720
0,0,1,yellow,purple,0,1,1,6,5,8,,,1.70276666666666,NaN,1.11883333333334,0.127966666666666,S160720
0,0,1,purple,yellow,0,1,0,2,5,2,,,1.08483333333334,NaN,1.11883333333333,0.279066666666679,S160720
0,0,1,yellow,,1,0,0,2,10,3,,,1.3848,0.373066666666674,NaN,NaN,S160720
0,0,1,purple,,1,0,1,6,1,7,,,0.766900000000007,0.421933333333328,NaN,NaN,S160720
0,0,1,yellow,purple,0,1,1,4,5,5,,,1.38483333333333,NaN,1.11880000000001,0.351966666666655,S160720
0,0,1,yellow,purple,0,1,1,6,10,9,,,0.766899999999993,NaN,1.11883333333333,0.341933333333344,S160720
